task_id,task_type,machine_model,machine_age_years,operator_id,operator_skill,site_zone,target_volume_tons,weather,ambient_temp_c,ground_saturation_pct,visibility_level,slope_deg,truck_arrival_interval_min,queue_length,cycle_time_sec,payload_tons,engine_load_pct,idle_minutes,task_duration_minutes,fuel_litres,shift_status,data_origin
T-SYN-0109,EXCAVATION,CAT-349D,2.2,OP1009,NOVICE,RAMP_3_SOUTH,538.0,RAIN,17.8,34.4,MODERATE,1.9,6.1,0,39.7,25.0,75.2,5.8,27.7,13.5,COMPLETED,SYNTHETIC
T-SYN-0110,EXCAVATION,CAT-349D,7.8,OP1017,MASTER,RAMP_3_SOUTH,360.0,CLEAR,22.0,7.1,EXCELLENT,0.6,21.9,3,22.7,24.3,70.3,31.5,35.7,9.2,COMPLETED,SYNTHETIC
T-SYN-0111,LOADING,CAT-349D,7.1,OP1011,EXPERT,STOCKPILE_2,770.0,RAIN,16.7,28.8,MODERATE,2.5,4.5,1,27.4,26.9,86.4,5.2,19.0,8.9,COMPLETED,SYNTHETIC
T-SYN-0112,OVERBURDEN,CAT-349D,1.1,OP1005,EXPERT,STOCKPILE_1,1169.0,CLEAR,28.3,14.1,EXCELLENT,5.1,5.7,0,27.8,24.1,81.5,5.8,26.6,14.1,COMPLETED,SYNTHETIC
T-SYN-0113,LOADING,CAT-349D,5.6,OP1019,NOVICE,STOCKPILE_2,1343.0,OVERCAST,16.7,12.2,GOOD,3.8,6.8,1,28.3,23.7,90.0,6.6,31.8,21.1,COMPLETED,SYNTHETIC
T-SYN-0114,OVERBURDEN,CAT-349D,4.2,OP1016,INTERMEDIATE,HAUL_ROAD_EAST,1522.0,RAIN,14.4,31.2,MODERATE,1.6,5.4,2,27.6,26.5,86.2,3.4,31.6,17.5,COMPLETED,SYNTHETIC
T-SYN-0115,EXCAVATION,CAT-349D,3.7,OP1013,EXPERT,BENCH_3_UPPER,384.0,CLEAR,26.8,6.5,EXCELLENT,4.5,4.8,1,25.2,26.2,69.7,5.9,11.1,4.0,COMPLETED,SYNTHETIC
T-SYN-0116,LOADING,CAT-349D,6.2,OP1009,EXPERT,RAMP_3_SOUTH,1182.0,CLEAR,23.4,7.5,EXCELLENT,1.1,7.5,0,18.8,22.2,84.1,2.7,13.2,7.2,COMPLETED,SYNTHETIC
T-SYN-0117,LOADING,CAT-349D,6.7,OP1023,INTERMEDIATE,STOCKPILE_2,869.0,FOG,15.9,24.1,POOR,9.1,5.7,0,29.8,26.4,92.9,6.0,22.2,13.4,COMPLETED,SYNTHETIC
T-SYN-0118,TRENCHING,CAT-349D,3.0,OP1011,NOVICE,BENCH_2_WEST,732.0,MUD,14.7,39.6,POOR,14.5,14.5,3,52.0,25.5,92.2,22.7,77.9,39.5,COMPLETED,SYNTHETIC
T-SYN-0119,LOADING,CAT-349D,0.7,OP1003,EXPERT,BENCH_2_WEST,1403.0,OVERCAST,19.6,14.4,GOOD,0.1,3.5,1,21.5,25.3,84.0,2.9,17.1,9.6,COMPLETED,SYNTHETIC
T-SYN-0120,LOADING,CAT-349D,5.9,OP1024,INTERMEDIATE,RAMP_3_SOUTH,824.0,OVERCAST,18.4,14.8,GOOD,1.4,14.9,4,24.0,22.4,85.2,28.9,40.7,14.5,COMPLETED,SYNTHETIC
T-SYN-0121,GRADING,CAT-D8T,6.6,OP1002,EXPERT,ZONE_4_NORTH,412.0,OVERCAST,20.8,12.5,GOOD,0.2,5.2,0,25.5,17.0,71.6,6.2,15.0,4.8,COMPLETED,SYNTHETIC
T-SYN-0122,EXCAVATION,CAT-349D,7.4,OP1013,MASTER,ZONE_4_NORTH,575.0,RAIN,19.8,36.7,MODERATE,13.2,20.3,3,31.0,24.9,93.1,25.4,39.7,14.0,COMPLETED,SYNTHETIC
T-SYN-0123,GRADING,CAT-D8T,1.1,OP1005,EXPERT,BENCH_3_UPPER,667.0,OVERCAST,20.1,13.1,GOOD,2.1,4.2,1,27.5,16.4,73.8,3.1,20.2,7.5,COMPLETED,SYNTHETIC
T-SYN-0124,OVERBURDEN,CAT-349D,3.3,OP1019,EXPERT,BENCH_2_WEST,1587.0,OVERCAST,23.4,12.6,GOOD,3.9,12.0,5,22.2,24.4,84.9,30.3,48.1,18.2,COMPLETED,SYNTHETIC
T-SYN-0125,TRENCHING,CAT-349D,3.0,OP1018,EXPERT,STOCKPILE_2,470.0,RAIN,16.7,37.3,MODERATE,9.7,5.5,0,39.0,24.7,87.2,3.4,22.1,11.3,COMPLETED,SYNTHETIC
T-SYN-0126,EXCAVATION,CAT-349D,3.8,OP1014,INTERMEDIATE,STOCKPILE_2,626.0,CLEAR,20.4,11.1,EXCELLENT,1.9,11.2,4,29.9,26.3,72.4,22.3,34.1,11.9,COMPLETED,SYNTHETIC
T-SYN-0127,LOADING,CAT-349D,5.0,OP1016,NOVICE,STOCKPILE_2,1542.0,CLEAR,25.1,6.0,EXCELLENT,1.0,17.6,3,26.0,26.5,81.4,30.5,52.4,22.2,COMPLETED,SYNTHETIC
T-SYN-0128,OVERBURDEN,CAT-349D,0.8,OP1024,INTERMEDIATE,STOCKPILE_2,1053.0,CLEAR,24.0,14.9,EXCELLENT,0.1,4.8,0,27.9,27.2,77.5,7.1,23.8,12.0,IN_PROGRESS,SYNTHETIC
T-SYN-0129,TRENCHING,CAT-349D,4.3,OP1014,NOVICE,STOCKPILE_1,703.0,MUD,15.0,54.4,POOR,2.9,5.3,0,46.3,26.4,84.4,9.1,49.7,25.2,IN_PROGRESS,SYNTHETIC
T-SYN-0130,EXCAVATION,CAT-349D,2.8,OP1010,NOVICE,STOCKPILE_1,432.0,CLEAR,28.2,6.8,EXCELLENT,14.5,4.9,0,37.6,23.5,80.2,5.3,19.7,11.2,COMPLETED,SYNTHETIC
T-SYN-0131,EXCAVATION,CAT-349D,7.3,OP1018,INTERMEDIATE,ZONE_4_NORTH,365.0,OVERCAST,17.0,12.4,GOOD,7.0,7.2,0,30.8,24.0,74.7,3.3,11.3,5.5,COMPLETED,SYNTHETIC
T-SYN-0132,EXCAVATION,CAT-349D,4.4,OP1019,INTERMEDIATE,BENCH_2_WEST,320.0,OVERCAST,16.1,19.3,GOOD,0.7,13.6,4,30.7,23.7,75.3,25.1,32.2,9.9,IN_PROGRESS,SYNTHETIC
T-SYN-0133,TRENCHING,CAT-349D,3.0,OP1015,NOVICE,ZONE_4_NORTH,703.0,CLEAR,29.1,14.9,EXCELLENT,3.8,4.8,0,41.0,27.1,74.8,5.6,29.8,16.9,COMPLETED,SYNTHETIC
T-SYN-0134,GRADING,CAT-D8T,6.5,OP1002,INTERMEDIATE,RAMP_3_SOUTH,628.0,CLEAR,31.9,12.7,EXCELLENT,0.5,19.5,5,33.0,16.1,67.2,39.3,62.9,18.0,COMPLETED,SYNTHETIC
T-SYN-0135,TRENCHING,CAT-349D,0.8,OP1012,INTERMEDIATE,BENCH_2_WEST,936.0,CLEAR,25.1,13.8,EXCELLENT,0.1,4.8,2,31.8,26.1,71.1,3.4,23.5,12.2,COMPLETED,SYNTHETIC
T-SYN-0136,TRENCHING,CAT-349D,4.7,OP1012,INTERMEDIATE,BENCH_3_UPPER,485.0,CLEAR,31.6,12.8,EXCELLENT,14.5,4.2,0,41.1,25.8,81.6,3.0,20.6,12.2,COMPLETED,SYNTHETIC
T-SYN-0137,LOADING,CAT-349D,5.9,OP1009,NOVICE,HAUL_ROAD_EAST,1263.0,RAIN,14.4,31.2,MODERATE,2.0,21.3,4,33.1,26.6,87.9,39.9,73.4,30.9,COMPLETED,SYNTHETIC
T-SYN-0138,TRENCHING,CAT-349D,1.7,OP1018,NOVICE,RAMP_3_SOUTH,453.0,OVERCAST,23.0,14.8,GOOD,3.7,21.2,5,39.7,24.5,71.7,42.9,59.1,19.7,COMPLETED,SYNTHETIC
T-SYN-0139,EXCAVATION,CAT-349D,7.2,OP1012,INTERMEDIATE,HAUL_ROAD_EAST,628.0,CLEAR,20.5,11.5,EXCELLENT,1.5,21.4,6,29.1,25.8,72.5,49.0,60.5,17.7,COMPLETED,SYNTHETIC
T-SYN-0140,LOADING,CAT-349D,2.7,OP1012,NOVICE,STOCKPILE_1,1227.0,CLEAR,24.6,7.0,EXCELLENT,1.4,4.9,2,25.6,26.2,83.7,7.5,24.6,14.0,COMPLETED,SYNTHETIC
T-SYN-0141,LOADING,CAT-349D,7.3,OP1009,EXPERT,ZONE_4_NORTH,693.0,OVERCAST,21.6,19.9,GOOD,0.8,4.0,2,22.0,24.8,81.9,4.6,12.1,5.7,COMPLETED,SYNTHETIC
T-SYN-0142,LOADING,CAT-349D,6.2,OP1013,EXPERT,RAMP_3_SOUTH,1248.0,CLEAR,26.7,7.2,EXCELLENT,6.2,4.3,2,23.8,24.3,83.5,6.4,22.6,11.6,IN_PROGRESS,SYNTHETIC
T-SYN-0143,GRADING,CAT-D8T,2.0,OP1005,INTERMEDIATE,RAMP_3_SOUTH,320.0,RAIN,17.7,28.3,MODERATE,1.1,3.7,2,36.8,16.1,74.2,4.6,21.9,7.4,COMPLETED,SYNTHETIC
T-SYN-0144,TRENCHING,CAT-349D,3.8,OP1019,INTERMEDIATE,STOCKPILE_2,631.0,OVERCAST,20.8,19.0,GOOD,5.6,14.9,3,37.7,25.6,72.6,27.2,46.7,17.4,IN_PROGRESS,SYNTHETIC
T-SYN-0145,EXCAVATION,CAT-349D,1.0,OP1018,INTERMEDIATE,ZONE_4_NORTH,587.0,CLEAR,31.8,7.1,EXCELLENT,0.9,5.8,0,29.3,26.5,73.0,5.3,15.9,7.4,IN_PROGRESS,SYNTHETIC
T-SYN-0146,OVERBURDEN,CAT-349D,3.3,OP1016,INTERMEDIATE,ZONE_4_NORTH,1324.0,CLEAR,20.8,12.3,EXCELLENT,2.3,20.5,5,24.8,25.4,77.3,45.1,62.9,21.2,COMPLETED,SYNTHETIC
T-SYN-0147,EXCAVATION,CAT-349D,4.6,OP1007,INTERMEDIATE,BENCH_3_UPPER,715.0,OVERCAST,20.0,19.9,GOOD,0.2,16.3,3,31.3,26.7,74.4,24.2,38.8,14.1,COMPLETED,SYNTHETIC
T-SYN-0148,TRENCHING,CAT-349D,4.4,OP1011,INTERMEDIATE,STOCKPILE_1,923.0,CLEAR,23.0,8.7,EXCELLENT,1.8,4.0,1,31.1,23.2,71.7,2.8,24.2,12.9,COMPLETED,SYNTHETIC
T-SYN-0149,EXCAVATION,CAT-349D,6.2,OP1007,MASTER,ZONE_4_NORTH,480.0,RAIN,14.4,32.3,MODERATE,3.4,17.5,3,29.8,24.8,85.2,25.8,36.9,11.7,COMPLETED,SYNTHETIC
T-SYN-0150,LOADING,CAT-349D,6.4,OP1012,EXPERT,RAMP_3_SOUTH,930.0,RAIN,15.5,31.8,MODERATE,1.0,6.2,2,24.7,26.9,95.0,2.3,15.9,8.9,COMPLETED,SYNTHETIC
T-SYN-0151,EXCAVATION,CAT-349D,4.5,OP1021,NOVICE,RAMP_3_SOUTH,750.0,CLEAR,22.4,12.7,EXCELLENT,0.7,3.8,0,34.1,25.8,72.7,6.5,25.3,13.3,COMPLETED,SYNTHETIC
T-SYN-0152,LOADING,CAT-349D,2.9,OP1005,EXPERT,RAMP_3_SOUTH,1598.0,OVERCAST,21.3,14.4,GOOD,3.6,13.2,5,20.7,23.9,85.1,29.3,45.2,16.8,COMPLETED,SYNTHETIC
T-SYN-0153,LOADING,CAT-349D,4.9,OP1015,EXPERT,BENCH_3_UPPER,1206.0,OVERCAST,22.3,16.2,GOOD,6.1,14.0,6,20.1,25.0,86.5,36.3,47.1,15.2,COMPLETED,SYNTHETIC
T-SYN-0154,EXCAVATION,CAT-349D,6.0,OP1010,EXPERT,HAUL_ROAD_EAST,662.0,OVERCAST,18.7,14.5,GOOD,2.8,5.0,0,27.2,28.0,80.9,6.3,16.0,7.3,COMPLETED,SYNTHETIC
T-SYN-0155,LOADING,CAT-349D,2.3,OP1006,NOVICE,STOCKPILE_1,711.0,RAIN,16.3,34.8,MODERATE,2.5,7.3,0,34.8,25.8,91.6,5.5,27.0,15.9,IN_PROGRESS,SYNTHETIC
T-SYN-0156,LOADING,CAT-349D,2.1,OP1017,EXPERT,STOCKPILE_2,877.0,CLEAR,28.2,14.5,EXCELLENT,0.9,21.3,5,20.3,26.2,86.6,41.9,49.6,14.4,COMPLETED,SYNTHETIC
T-SYN-0157,EXCAVATION,CAT-349D,1.2,OP1008,INTERMEDIATE,BENCH_3_UPPER,382.0,CLEAR,22.7,10.5,EXCELLENT,1.7,5.0,2,28.2,25.2,74.3,6.0,12.7,5.3,COMPLETED,SYNTHETIC
T-SYN-0158,GRADING,CAT-D8T,5.2,OP1015,EXPERT,HAUL_ROAD_EAST,691.0,RAIN,14.1,37.4,MODERATE,2.9,3.5,2,34.7,19.5,82.0,3.7,31.2,11.4,COMPLETED,SYNTHETIC
T-SYN-0159,LOADING,CAT-349D,3.3,OP1011,MASTER,BENCH_2_WEST,1244.0,CLEAR,23.5,10.4,EXCELLENT,2.1,4.6,1,19.9,26.4,86.3,1.7,12.1,6.8,COMPLETED,SYNTHETIC
T-SYN-0160,LOADING,CAT-349D,5.6,OP1006,EXPERT,STOCKPILE_2,1255.0,OVERCAST,19.2,10.4,GOOD,0.2,3.6,1,19.6,28.6,83.7,4.7,14.1,7.0,COMPLETED,SYNTHETIC
T-SYN-0161,LOADING,CAT-349D,6.9,OP1004,NOVICE,RAMP_3_SOUTH,604.0,CLEAR,30.0,5.8,EXCELLENT,2.0,4.8,0,27.5,27.0,83.0,6.4,15.8,8.2,COMPLETED,SYNTHETIC
T-SYN-0162,LOADING,CAT-349D,1.4,OP1018,INTERMEDIATE,RAMP_3_SOUTH,1011.0,CLEAR,24.9,14.4,EXCELLENT,5.7,5.3,2,24.9,25.4,92.9,3.3,17.0,10.9,COMPLETED,SYNTHETIC
T-SYN-0163,LOADING,CAT-349D,3.1,OP1023,EXPERT,BENCH_3_UPPER,797.0,OVERCAST,22.2,12.7,GOOD,2.8,6.8,2,21.4,28.4,89.3,6.1,13.2,6.2,COMPLETED,SYNTHETIC
T-SYN-0164,LOADING,CAT-349D,3.7,OP1009,INTERMEDIATE,STOCKPILE_1,1488.0,CLEAR,22.9,5.8,EXCELLENT,1.9,5.6,0,20.4,28.3,85.7,3.0,15.2,9.0,IN_PROGRESS,SYNTHETIC
T-SYN-0165,GRADING,CAT-D8T,6.2,OP1007,INTERMEDIATE,RAMP_3_SOUTH,632.0,CLEAR,30.6,12.3,EXCELLENT,2.7,7.5,0,32.9,15.1,68.8,7.6,32.8,11.7,IN_PROGRESS,SYNTHETIC
T-SYN-0166,TRENCHING,CAT-349D,4.7,OP1019,NOVICE,BENCH_2_WEST,695.0,RAIN,16.4,29.5,MODERATE,2.5,7.1,1,41.8,23.0,79.9,6.2,40.2,21.6,COMPLETED,SYNTHETIC
T-SYN-0167,TRENCHING,CAT-349D,4.0,OP1006,INTERMEDIATE,STOCKPILE_2,880.0,OVERCAST,22.5,17.5,GOOD,4.6,4.1,0,35.7,28.4,79.6,6.1,28.0,15.3,COMPLETED,SYNTHETIC
T-SYN-0168,TRENCHING,CAT-349D,4.3,OP1010,MASTER,STOCKPILE_1,892.0,MUD,17.9,52.5,POOR,1.9,15.3,6,36.8,27.1,84.1,41.3,73.0,24.3,COMPLETED,SYNTHETIC
T-SYN-0169,GRADING,CAT-D8T,4.0,OP1008,EXPERT,BENCH_2_WEST,425.0,CLEAR,27.7,14.7,EXCELLENT,1.9,20.5,6,28.4,16.9,71.6,48.5,59.8,15.3,COMPLETED,SYNTHETIC
T-SYN-0170,LOADING,CAT-349D,6.6,OP1017,INTERMEDIATE,STOCKPILE_1,993.0,CLEAR,28.9,12.8,EXCELLENT,0.9,3.5,2,24.1,28.6,82.4,4.2,15.4,8.3,IN_PROGRESS,SYNTHETIC
T-SYN-0171,EXCAVATION,CAT-349D,4.5,OP1003,EXPERT,HAUL_ROAD_EAST,480.0,CLEAR,30.1,6.7,EXCELLENT,6.6,4.3,2,24.2,25.6,79.5,5.0,11.1,4.8,COMPLETED,SYNTHETIC
T-SYN-0172,GRADING,CAT-D8T,1.1,OP1010,EXPERT,BENCH_3_UPPER,626.0,MUD,16.2,48.5,POOR,5.0,3.9,1,39.5,20.1,84.1,6.1,40.7,13.7,IN_PROGRESS,SYNTHETIC
T-SYN-0173,GRADING,CAT-D8T,7.9,OP1008,NOVICE,BENCH_3_UPPER,624.0,MUD,12.3,50.1,POOR,5.2,4.5,1,49.3,16.0,84.6,8.0,75.4,29.6,COMPLETED,SYNTHETIC
T-SYN-0174,EXCAVATION,CAT-349D,5.7,OP1018,EXPERT,STOCKPILE_2,670.0,MUD,14.3,51.7,POOR,1.4,6.9,0,35.7,25.3,83.3,6.0,30.0,13.1,COMPLETED,SYNTHETIC
T-SYN-0175,OVERBURDEN,CAT-349D,4.2,OP1011,NOVICE,HAUL_ROAD_EAST,784.0,CLEAR,22.9,8.3,EXCELLENT,2.8,11.5,3,27.6,26.7,76.7,20.8,33.2,12.9,COMPLETED,SYNTHETIC
T-SYN-0176,TRENCHING,CAT-349D,5.0,OP1003,INTERMEDIATE,RAMP_3_SOUTH,988.0,CLEAR,28.1,5.5,EXCELLENT,7.4,5.4,0,33.2,22.7,79.0,5.4,32.1,18.1,COMPLETED,SYNTHETIC
T-SYN-0177,TRENCHING,CAT-349D,6.7,OP1009,EXPERT,HAUL_ROAD_EAST,872.0,OVERCAST,18.2,13.7,GOOD,0.1,5.3,2,28.1,26.9,73.9,2.2,16.4,8.4,COMPLETED,SYNTHETIC
T-SYN-0178,GRADING,CAT-D8T,3.3,OP1007,INTERMEDIATE,STOCKPILE_2,630.0,RAIN,15.9,34.6,MODERATE,7.8,6.5,0,40.5,17.5,83.1,4.1,42.2,16.7,IN_PROGRESS,SYNTHETIC
T-SYN-0179,TRENCHING,CAT-349D,1.4,OP1016,INTERMEDIATE,STOCKPILE_2,412.0,MUD,12.2,47.4,POOR,11.1,4.0,2,45.8,25.2,88.8,2.5,26.9,14.1,COMPLETED,SYNTHETIC
T-SYN-0180,EXCAVATION,CAT-349D,1.2,OP1008,INTERMEDIATE,STOCKPILE_1,354.0,OVERCAST,17.8,10.2,GOOD,6.0,12.6,6,33.6,23.0,83.1,29.7,39.4,13.1,COMPLETED,SYNTHETIC
T-SYN-0181,OVERBURDEN,CAT-349D,2.0,OP1014,EXPERT,STOCKPILE_1,1568.0,CLEAR,31.2,6.5,EXCELLENT,1.5,21.2,4,19.4,25.0,74.6,37.3,50.4,15.7,COMPLETED,SYNTHETIC
T-SYN-0182,TRENCHING,CAT-349D,1.7,OP1007,INTERMEDIATE,BENCH_3_UPPER,497.0,CLEAR,28.5,15.0,EXCELLENT,0.0,3.7,0,34.2,24.6,79.1,5.5,18.6,9.5,COMPLETED,SYNTHETIC
T-SYN-0183,LOADING,CAT-349D,2.1,OP1018,INTERMEDIATE,RAMP_3_SOUTH,845.0,RAIN,16.8,28.5,MODERATE,0.2,21.9,6,25.9,24.5,88.7,50.4,65.3,20.5,COMPLETED,SYNTHETIC
T-SYN-0184,TRENCHING,CAT-349D,6.5,OP1016,MASTER,RAMP_3_SOUTH,711.0,CLEAR,29.3,6.5,EXCELLENT,7.3,4.1,1,27.7,24.8,71.8,4.6,16.8,7.4,COMPLETED,SYNTHETIC
T-SYN-0185,TRENCHING,CAT-349D,4.6,OP1021,INTERMEDIATE,BENCH_2_WEST,477.0,OVERCAST,17.5,14.7,GOOD,3.6,5.5,1,35.6,25.1,79.0,6.4,19.8,9.9,COMPLETED,SYNTHETIC
T-SYN-0186,LOADING,CAT-349D,2.6,OP1018,NOVICE,HAUL_ROAD_EAST,760.0,CLEAR,22.9,5.6,EXCELLENT,3.0,6.7,2,27.6,27.4,83.8,4.5,16.2,9.5,COMPLETED,SYNTHETIC
T-SYN-0187,LOADING,CAT-349D,2.1,OP1019,MASTER,ZONE_4_NORTH,684.0,RAIN,17.6,27.4,MODERATE,4.0,5.9,1,26.1,26.0,89.7,6.0,17.5,7.8,COMPLETED,SYNTHETIC
T-SYN-0188,GRADING,CAT-D8T,5.7,OP1022,INTERMEDIATE,HAUL_ROAD_EAST,497.0,MUD,12.5,41.5,POOR,1.1,5.4,0,39.2,18.2,78.8,7.2,37.0,12.2,COMPLETED,SYNTHETIC
T-SYN-0189,LOADING,CAT-349D,3.3,OP1010,EXPERT,ZONE_4_NORTH,1218.0,CLEAR,22.8,14.9,EXCELLENT,5.5,13.0,5,23.0,24.9,88.2,29.3,43.7,16.1,COMPLETED,SYNTHETIC
T-SYN-0190,GRADING,CAT-D8T,7.8,OP1008,INTERMEDIATE,HAUL_ROAD_EAST,624.0,MUD,13.5,52.7,POOR,0.7,6.0,2,43.1,18.4,85.3,5.1,49.9,18.4,IN_PROGRESS,SYNTHETIC
T-SYN-0191,LOADING,CAT-349D,3.8,OP1004,INTERMEDIATE,RAMP_3_SOUTH,1332.0,CLEAR,25.4,9.1,EXCELLENT,1.7,3.6,1,23.6,29.5,79.2,6.7,20.7,10.4,COMPLETED,SYNTHETIC
T-SYN-0192,TRENCHING,CAT-349D,5.1,OP1019,EXPERT,BENCH_2_WEST,857.0,CLEAR,21.4,11.6,EXCELLENT,2.2,4.3,1,31.1,26.7,67.1,6.9,24.1,10.3,IN_PROGRESS,SYNTHETIC
T-SYN-0193,TRENCHING,CAT-349D,0.9,OP1008,NOVICE,STOCKPILE_1,976.0,CLEAR,22.0,14.5,EXCELLENT,1.1,6.1,0,37.5,26.6,75.0,8.6,37.3,20.5,COMPLETED,SYNTHETIC
T-SYN-0194,TRENCHING,CAT-349D,2.4,OP1015,EXPERT,HAUL_ROAD_EAST,562.0,OVERCAST,21.1,11.6,GOOD,1.7,4.1,2,30.7,28.6,74.3,2.6,12.9,6.3,IN_PROGRESS,SYNTHETIC
T-SYN-0195,LOADING,CAT-349D,1.5,OP1018,EXPERT,RAMP_3_SOUTH,1321.0,OVERCAST,23.2,11.0,GOOD,0.1,6.9,1,19.2,26.0,83.0,2.5,12.9,7.1,COMPLETED,SYNTHETIC
T-SYN-0196,OVERBURDEN,CAT-349D,1.0,OP1010,EXPERT,HAUL_ROAD_EAST,601.0,RAIN,18.3,36.0,MODERATE,3.2,4.9,2,28.4,24.0,86.9,2.0,15.0,7.8,COMPLETED,SYNTHETIC
T-SYN-0197,OVERBURDEN,CAT-349D,2.8,OP1003,MASTER,RAMP_3_SOUTH,696.0,CLEAR,28.6,11.0,EXCELLENT,10.0,11.8,6,26.4,24.8,89.3,35.1,46.0,14.9,COMPLETED,SYNTHETIC
T-SYN-0198,LOADING,CAT-349D,0.8,OP1018,EXPERT,STOCKPILE_1,1092.0,CLEAR,26.1,14.4,EXCELLENT,1.8,11.6,6,23.7,27.4,85.5,29.4,41.8,14.6,COMPLETED,SYNTHETIC
T-SYN-0199,EXCAVATION,CAT-349D,0.7,OP1012,INTERMEDIATE,HAUL_ROAD_EAST,377.0,OVERCAST,19.1,15.6,GOOD,0.9,6.5,0,28.7,26.7,76.1,3.6,10.1,4.7,COMPLETED,SYNTHETIC
T-SYN-0200,EXCAVATION,CAT-349D,1.0,OP1024,NOVICE,ZONE_4_NORTH,373.0,CLEAR,28.4,12.9,EXCELLENT,4.3,4.9,1,36.1,25.3,77.2,6.1,16.8,8.5,COMPLETED,SYNTHETIC
T-SYN-0201,GRADING,CAT-D8T,5.7,OP1019,NOVICE,BENCH_3_UPPER,520.0,RAIN,15.2,33.1,MODERATE,2.2,16.7,4,41.1,17.9,78.1,30.4,62.0,20.1,COMPLETED,SYNTHETIC
T-SYN-0202,TRENCHING,CAT-349D,2.9,OP1023,EXPERT,STOCKPILE_2,607.0,MUD,13.8,37.3,POOR,2.4,7.0,0,33.4,27.6,80.6,4.3,21.7,9.2,IN_PROGRESS,SYNTHETIC
T-SYN-0203,EXCAVATION,CAT-349D,6.5,OP1020,NOVICE,STOCKPILE_1,336.0,OVERCAST,16.3,10.8,GOOD,5.9,4.9,0,34.7,26.2,74.0,2.6,11.2,6.1,COMPLETED,SYNTHETIC
T-SYN-0204,OVERBURDEN,CAT-349D,5.0,OP1017,EXPERT,HAUL_ROAD_EAST,924.0,RAIN,18.9,30.8,MODERATE,1.3,18.3,4,27.4,27.8,81.9,33.4,49.5,16.1,COMPLETED,SYNTHETIC
T-SYN-0205,LOADING,CAT-349D,3.7,OP1004,NOVICE,STOCKPILE_2,1087.0,CLEAR,28.6,10.8,EXCELLENT,5.9,6.5,2,26.0,26.5,85.5,4.1,19.5,12.3,IN_PROGRESS,SYNTHETIC
T-SYN-0206,TRENCHING,CAT-349D,8.0,OP1009,EXPERT,ZONE_4_NORTH,960.0,CLEAR,20.3,11.0,EXCELLENT,0.2,5.7,2,29.6,27.6,67.6,2.6,19.5,9.2,COMPLETED,SYNTHETIC
T-SYN-0207,EXCAVATION,CAT-349D,2.8,OP1024,NOVICE,STOCKPILE_2,503.0,RAIN,18.8,32.5,MODERATE,0.8,5.5,1,40.5,25.3,80.2,4.0,25.0,13.5,COMPLETED,SYNTHETIC
T-SYN-0208,TRENCHING,CAT-349D,3.1,OP1014,INTERMEDIATE,RAMP_3_SOUTH,495.0,CLEAR,26.2,8.4,EXCELLENT,6.3,16.5,4,33.2,27.9,73.7,29.1,40.0,13.0,COMPLETED,SYNTHETIC
T-SYN-0209,EXCAVATION,CAT-349D,1.4,OP1001,NOVICE,STOCKPILE_1,639.0,OVERCAST,18.9,15.6,GOOD,5.6,4.8,0,38.5,23.6,80.8,4.9,27.2,16.7,IN_PROGRESS,SYNTHETIC
T-SYN-0210,LOADING,CAT-349D,5.4,OP1009,NOVICE,STOCKPILE_2,1107.0,MUD,12.2,52.1,POOR,1.7,3.5,1,40.3,27.7,95.0,8.9,55.1,31.6,COMPLETED,SYNTHETIC
T-SYN-0211,OVERBURDEN,CAT-349D,4.7,OP1014,INTERMEDIATE,HAUL_ROAD_EAST,738.0,OVERCAST,23.6,14.4,GOOD,2.1,7.4,1,25.0,28.0,80.9,2.3,11.5,6.4,COMPLETED,SYNTHETIC
T-SYN-0212,LOADING,CAT-349D,5.4,OP1013,NOVICE,BENCH_3_UPPER,1116.0,OVERCAST,23.3,18.8,GOOD,4.1,5.5,2,29.4,26.1,87.2,3.3,23.8,16.2,COMPLETED,SYNTHETIC
T-SYN-0213,TRENCHING,CAT-349D,2.2,OP1002,EXPERT,BENCH_3_UPPER,795.0,CLEAR,30.2,13.6,EXCELLENT,3.0,4.1,1,29.0,26.1,74.5,6.0,20.2,9.3,COMPLETED,SYNTHETIC
T-SYN-0214,LOADING,CAT-349D,4.7,OP1011,MASTER,BENCH_2_WEST,607.0,CLEAR,26.7,8.3,EXCELLENT,9.8,4.6,2,22.8,23.7,89.4,3.1,10.5,5.5,COMPLETED,SYNTHETIC
T-SYN-0215,LOADING,CAT-349D,6.2,OP1023,INTERMEDIATE,BENCH_3_UPPER,1591.0,RAIN,17.4,24.0,MODERATE,0.2,7.3,0,25.9,26.6,91.1,6.7,32.6,17.8,COMPLETED,SYNTHETIC
T-SYN-0216,EXCAVATION,CAT-349D,2.7,OP1003,EXPERT,BENCH_3_UPPER,520.0,OVERCAST,18.4,13.1,GOOD,8.7,5.7,1,28.0,25.5,75.2,6.1,15.0,6.4,IN_PROGRESS,SYNTHETIC
T-SYN-0217,OVERBURDEN,CAT-349D,4.7,OP1009,INTERMEDIATE,HAUL_ROAD_EAST,1276.0,RAIN,17.4,33.8,MODERATE,0.8,4.3,1,28.0,25.9,78.3,5.8,30.7,14.7,IN_PROGRESS,SYNTHETIC
T-SYN-0218,EXCAVATION,CAT-349D,6.6,OP1018,EXPERT,BENCH_3_UPPER,300.0,CLEAR,30.3,9.1,EXCELLENT,4.0,6.4,0,30.4,26.7,75.9,2.8,8.6,3.9,COMPLETED,SYNTHETIC
