task_id,task_type,machine_model,machine_age_years,operator_id,operator_skill,site_zone,target_volume_tons,weather,ambient_temp_c,ground_saturation_pct,visibility_level,slope_deg,truck_arrival_interval_min,queue_length,cycle_time_sec,payload_tons,engine_load_pct,idle_minutes,task_duration_minutes,fuel_litres,shift_status,data_origin
T-SYN-0018,LOADING,CAT-349D,5.6,OP1020,INTERMEDIATE,STOCKPILE_1,781.0,OVERCAST,23.0,18.5,GOOD,0.3,4.5,1,24.8,24.6,82.0,6.0,16.8,8.5,COMPLETED,SYNTHETIC
T-SYN-0198,LOADING,CAT-349D,0.8,OP1018,EXPERT,STOCKPILE_1,1092.0,CLEAR,26.1,14.4,EXCELLENT,1.8,11.6,6,23.7,27.4,85.5,29.4,41.8,14.6,COMPLETED,SYNTHETIC
T-SYN-0248,EXCAVATION,CAT-349D,4.2,OP1009,EXPERT,ZONE_4_NORTH,336.0,OVERCAST,20.6,12.3,GOOD,1.2,5.4,0,28.4,24.9,74.5,1.8,7.8,3.8,COMPLETED,SYNTHETIC
T-SYN-0197,OVERBURDEN,CAT-349D,2.8,OP1003,MASTER,RAMP_3_SOUTH,696.0,CLEAR,28.6,11.0,EXCELLENT,10.0,11.8,6,26.4,24.8,89.3,35.1,46.0,14.9,COMPLETED,SYNTHETIC
T-SYN-0159,LOADING,CAT-349D,3.3,OP1011,MASTER,BENCH_2_WEST,1244.0,CLEAR,23.5,10.4,EXCELLENT,2.1,4.6,1,19.9,26.4,86.3,1.7,12.1,6.8,COMPLETED,SYNTHETIC
T-SYN-0169,GRADING,CAT-D8T,4.0,OP1008,EXPERT,BENCH_2_WEST,425.0,CLEAR,27.7,14.7,EXCELLENT,1.9,20.5,6,28.4,16.9,71.6,48.5,59.8,15.3,COMPLETED,SYNTHETIC
T-SYN-0194,TRENCHING,CAT-349D,2.4,OP1015,EXPERT,HAUL_ROAD_EAST,562.0,OVERCAST,21.1,11.6,GOOD,1.7,4.1,2,30.7,28.6,74.3,2.6,12.9,6.3,IN_PROGRESS,SYNTHETIC
T-SYN-0001,GRADING,CAT-D8T,3.8,OP1003,EXPERT,HAUL_ROAD_EAST,364.0,CLEAR,31.7,12.6,EXCELLENT,10.9,5.0,0,32.1,20.0,78.7,2.8,13.2,5.1,COMPLETED,SYNTHETIC
T-SYN-0243,TRENCHING,CAT-349D,1.5,OP1011,NOVICE,BENCH_2_WEST,801.0,RAIN,18.2,31.4,MODERATE,2.3,7.0,1,46.5,25.5,80.7,9.1,52.9,28.4,COMPLETED,SYNTHETIC
T-SYN-0088,TRENCHING,CAT-349D,1.9,OP1005,INTERMEDIATE,RAMP_3_SOUTH,986.0,CLEAR,30.4,12.1,EXCELLENT,7.5,7.3,1,36.4,27.0,77.1,7.6,34.5,18.3,COMPLETED,SYNTHETIC
T-SYN-0223,TRENCHING,CAT-349D,3.4,OP1011,EXPERT,BENCH_2_WEST,641.0,RAIN,14.4,34.7,MODERATE,1.2,7.2,2,35.1,29.0,77.9,3.4,20.9,9.6,COMPLETED,SYNTHETIC
T-SYN-0137,LOADING,CAT-349D,5.9,OP1009,NOVICE,HAUL_ROAD_EAST,1263.0,RAIN,14.4,31.2,MODERATE,2.0,21.3,4,33.1,26.6,87.9,39.9,73.4,30.9,COMPLETED,SYNTHETIC
T-SYN-0014,LOADING,CAT-349D,5.7,OP1011,INTERMEDIATE,BENCH_2_WEST,724.0,RAIN,18.3,34.3,MODERATE,1.3,5.1,2,30.2,27.0,93.7,3.5,19.3,11.0,IN_PROGRESS,SYNTHETIC
T-RAW-009,GRADING,CAT-D8T,4.5,OP1003,INTERMEDIATE,RAMP_3_SOUTH,450.0,RAIN,19.0,25.0,POOR,8.5,11.0,1,33.0,19.0,69.0,30.0,225.0,160.0,COMPLETED,SOURCE
T-SYN-0069,GRADING,CAT-D8T,7.0,OP1009,NOVICE,ZONE_4_NORTH,687.0,CLEAR,29.6,13.4,EXCELLENT,1.8,15.3,4,35.7,18.4,73.8,31.2,57.6,19.2,COMPLETED,SYNTHETIC
T-SYN-0112,OVERBURDEN,CAT-349D,1.1,OP1005,EXPERT,STOCKPILE_1,1169.0,CLEAR,28.3,14.1,EXCELLENT,5.1,5.7,0,27.8,24.1,81.5,5.8,26.6,14.1,COMPLETED,SYNTHETIC
T-SYN-0207,EXCAVATION,CAT-349D,2.8,OP1024,NOVICE,STOCKPILE_2,503.0,RAIN,18.8,32.5,MODERATE,0.8,5.5,1,40.5,25.3,80.2,4.0,25.0,13.5,COMPLETED,SYNTHETIC
T-SYN-0192,TRENCHING,CAT-349D,5.1,OP1019,EXPERT,BENCH_2_WEST,857.0,CLEAR,21.4,11.6,EXCELLENT,2.2,4.3,1,31.1,26.7,67.1,6.9,24.1,10.3,IN_PROGRESS,SYNTHETIC
T-SYN-0093,EXCAVATION,CAT-349D,5.3,OP1015,NOVICE,RAMP_3_SOUTH,711.0,OVERCAST,23.2,14.8,GOOD,0.5,6.6,2,34.3,30.1,74.1,4.3,19.7,10.9,IN_PROGRESS,SYNTHETIC
T-SYN-0191,LOADING,CAT-349D,3.8,OP1004,INTERMEDIATE,RAMP_3_SOUTH,1332.0,CLEAR,25.4,9.1,EXCELLENT,1.7,3.6,1,23.6,29.5,79.2,6.7,20.7,10.4,COMPLETED,SYNTHETIC
T-SYN-0210,LOADING,CAT-349D,5.4,OP1009,NOVICE,STOCKPILE_2,1107.0,MUD,12.2,52.1,POOR,1.7,3.5,1,40.3,27.7,95.0,8.9,55.1,31.6,COMPLETED,SYNTHETIC
T-SYN-0154,EXCAVATION,CAT-349D,6.0,OP1010,EXPERT,HAUL_ROAD_EAST,662.0,OVERCAST,18.7,14.5,GOOD,2.8,5.0,0,27.2,28.0,80.9,6.3,16.0,7.3,COMPLETED,SYNTHETIC
T-SYN-0231,EXCAVATION,CAT-349D,1.6,OP1006,INTERMEDIATE,HAUL_ROAD_EAST,796.0,OVERCAST,21.9,18.7,GOOD,5.8,6.9,2,33.7,27.3,82.2,4.8,23.2,13.2,COMPLETED,SYNTHETIC
T-SYN-0060,EXCAVATION,CAT-349D,7.6,OP1001,EXPERT,BENCH_3_UPPER,517.0,OVERCAST,19.9,15.3,GOOD,5.6,12.4,3,30.2,29.0,78.8,20.9,29.9,10.1,COMPLETED,SYNTHETIC
T-SYN-0203,EXCAVATION,CAT-349D,6.5,OP1020,NOVICE,STOCKPILE_1,336.0,OVERCAST,16.3,10.8,GOOD,5.9,4.9,0,34.7,26.2,74.0,2.6,11.2,6.1,COMPLETED,SYNTHETIC
T-SYN-0047,EXCAVATION,CAT-349D,7.0,OP1003,NOVICE,STOCKPILE_2,721.0,OVERCAST,18.7,14.3,GOOD,6.4,4.8,1,34.8,24.3,82.1,4.6,24.6,15.2,COMPLETED,SYNTHETIC
T-RAW-010,OVERBURDEN,CAT-349D,3.0,OP1004,MASTER,BENCH_3_UPPER,900.0,OVERCAST,21.0,14.0,GOOD,3.5,5.5,1,25.0,25.5,76.0,14.0,220.0,188.0,COMPLETED,SOURCE
T-SYN-0155,LOADING,CAT-349D,2.3,OP1006,NOVICE,STOCKPILE_1,711.0,RAIN,16.3,34.8,MODERATE,2.5,7.3,0,34.8,25.8,91.6,5.5,27.0,15.9,IN_PROGRESS,SYNTHETIC
T-SYN-0160,LOADING,CAT-349D,5.6,OP1006,EXPERT,STOCKPILE_2,1255.0,OVERCAST,19.2,10.4,GOOD,0.2,3.6,1,19.6,28.6,83.7,4.7,14.1,7.0,COMPLETED,SYNTHETIC
T-SYN-0040,EXCAVATION,CAT-349D,4.7,OP1007,EXPERT,RAMP_3_SOUTH,355.0,RAIN,14.2,29.2,MODERATE,0.5,6.4,1,28.5,23.7,79.9,1.7,9.5,4.4,COMPLETED,SYNTHETIC
T-SYN-0268,LOADING,CAT-349D,4.0,OP1005,EXPERT,RAMP_3_SOUTH,944.0,CLEAR,20.1,6.3,EXCELLENT,2.3,6.0,0,20.3,25.8,82.4,4.6,13.0,6.2,COMPLETED,SYNTHETIC
T-SYN-0272,GRADING,CAT-D8T,1.4,OP1019,INTERMEDIATE,HAUL_ROAD_EAST,556.0,CLEAR,25.2,7.8,EXCELLENT,0.1,17.5,3,32.3,18.7,66.5,22.4,39.6,11.7,COMPLETED,SYNTHETIC
T-RAW-005,OVERBURDEN,CAT-349D,2.0,OP1004,MASTER,BENCH_3_UPPER,750.0,CLEAR,22.0,10.0,GOOD,3.0,5.0,1,24.0,26.0,78.0,10.0,190.0,162.0,COMPLETED,SOURCE
T-SYN-0126,EXCAVATION,CAT-349D,3.8,OP1014,INTERMEDIATE,STOCKPILE_2,626.0,CLEAR,20.4,11.1,EXCELLENT,1.9,11.2,4,29.9,26.3,72.4,22.3,34.1,11.9,COMPLETED,SYNTHETIC
T-SYN-0029,OVERBURDEN,CAT-349D,5.8,OP1009,NOVICE,ZONE_4_NORTH,1236.0,CLEAR,31.8,9.6,EXCELLENT,3.1,4.1,0,29.1,23.3,81.0,6.7,31.7,19.0,COMPLETED,SYNTHETIC
T-SYN-0048,OVERBURDEN,CAT-349D,0.9,OP1021,INTERMEDIATE,HAUL_ROAD_EAST,609.0,CLEAR,20.6,6.4,EXCELLENT,5.5,11.3,3,22.2,27.8,82.3,20.0,26.0,8.4,COMPLETED,SYNTHETIC
T-SYN-0178,GRADING,CAT-D8T,3.3,OP1007,INTERMEDIATE,STOCKPILE_2,630.0,RAIN,15.9,34.6,MODERATE,7.8,6.5,0,40.5,17.5,83.1,4.1,42.2,16.7,IN_PROGRESS,SYNTHETIC
T-SYN-0075,OVERBURDEN,CAT-349D,7.0,OP1015,NOVICE,BENCH_2_WEST,1151.0,RAIN,15.7,34.3,MODERATE,3.0,6.3,1,35.2,23.9,80.9,5.6,44.1,24.4,COMPLETED,SYNTHETIC
T-SYN-0139,EXCAVATION,CAT-349D,7.2,OP1012,INTERMEDIATE,HAUL_ROAD_EAST,628.0,CLEAR,20.5,11.5,EXCELLENT,1.5,21.4,6,29.1,25.8,72.5,49.0,60.5,17.7,COMPLETED,SYNTHETIC
T-SYN-0259,EXCAVATION,CAT-349D,7.3,OP1017,NOVICE,STOCKPILE_2,498.0,CLEAR,26.3,7.8,EXCELLENT,6.6,4.5,2,35.2,25.7,80.2,7.1,20.4,10.8,COMPLETED,SYNTHETIC
T-SYN-0105,GRADING,CAT-D8T,3.8,OP1005,EXPERT,STOCKPILE_2,359.0,RAIN,18.9,34.5,MODERATE,2.4,5.5,2,35.4,17.7,75.5,6.4,22.8,7.2,COMPLETED,SYNTHETIC
T-SYN-0053,TRENCHING,CAT-349D,4.4,OP1001,NOVICE,BENCH_3_UPPER,637.0,OVERCAST,19.3,10.9,GOOD,3.9,4.1,1,39.0,28.6,70.5,5.2,24.0,12.6,COMPLETED,SYNTHETIC
T-SYN-0114,OVERBURDEN,CAT-349D,4.2,OP1016,INTERMEDIATE,HAUL_ROAD_EAST,1522.0,RAIN,14.4,31.2,MODERATE,1.6,5.4,2,27.6,26.5,86.2,3.4,31.6,17.5,COMPLETED,SYNTHETIC
T-SYN-0276,EXCAVATION,CAT-349D,0.7,OP1020,INTERMEDIATE,RAMP_3_SOUTH,714.0,RAIN,16.2,32.1,MODERATE,3.2,4.7,1,35.2,25.2,81.3,7.1,29.7,14.3,IN_PROGRESS,SYNTHETIC
T-SYN-0146,OVERBURDEN,CAT-349D,3.3,OP1016,INTERMEDIATE,ZONE_4_NORTH,1324.0,CLEAR,20.8,12.3,EXCELLENT,2.3,20.5,5,24.8,25.4,77.3,45.1,62.9,21.2,COMPLETED,SYNTHETIC
T-SYN-0013,GRADING,CAT-D8T,1.6,OP1009,NOVICE,HAUL_ROAD_EAST,786.0,MUD,13.2,41.2,POOR,1.6,4.1,2,46.0,18.2,80.2,6.7,71.7,26.9,COMPLETED,SYNTHETIC
T-SYN-0142,LOADING,CAT-349D,6.2,OP1013,EXPERT,RAMP_3_SOUTH,1248.0,CLEAR,26.7,7.2,EXCELLENT,6.2,4.3,2,23.8,24.3,83.5,6.4,22.6,11.6,IN_PROGRESS,SYNTHETIC
T-SYN-0143,GRADING,CAT-D8T,2.0,OP1005,INTERMEDIATE,RAMP_3_SOUTH,320.0,RAIN,17.7,28.3,MODERATE,1.1,3.7,2,36.8,16.1,74.2,4.6,21.9,7.4,COMPLETED,SYNTHETIC
T-SYN-0136,TRENCHING,CAT-349D,4.7,OP1012,INTERMEDIATE,BENCH_3_UPPER,485.0,CLEAR,31.6,12.8,EXCELLENT,14.5,4.2,0,41.1,25.8,81.6,3.0,20.6,12.2,COMPLETED,SYNTHETIC
T-SYN-0257,GRADING,CAT-D8T,7.2,OP1011,INTERMEDIATE,RAMP_3_SOUTH,754.0,CLEAR,26.2,9.8,EXCELLENT,2.3,6.0,0,30.7,18.2,69.4,5.3,27.0,9.9,IN_PROGRESS,SYNTHETIC
T-SYN-0161,LOADING,CAT-349D,6.9,OP1004,NOVICE,RAMP_3_SOUTH,604.0,CLEAR,30.0,5.8,EXCELLENT,2.0,4.8,0,27.5,27.0,83.0,6.4,15.8,8.2,COMPLETED,SYNTHETIC
T-SYN-0102,EXCAVATION,CAT-349D,3.6,OP1018,INTERMEDIATE,RAMP_3_SOUTH,502.0,OVERCAST,21.5,19.8,GOOD,1.6,4.5,2,31.1,28.0,79.4,2.8,12.4,6.7,COMPLETED,SYNTHETIC
T-SYN-0273,LOADING,CAT-349D,2.9,OP1006,INTERMEDIATE,STOCKPILE_2,1320.0,RAIN,19.5,28.2,MODERATE,0.8,4.3,0,27.5,25.2,84.2,5.0,30.5,15.9,COMPLETED,SYNTHETIC
T-SYN-0111,LOADING,CAT-349D,7.1,OP1011,EXPERT,STOCKPILE_2,770.0,RAIN,16.7,28.8,MODERATE,2.5,4.5,1,27.4,26.9,86.4,5.2,19.0,8.9,COMPLETED,SYNTHETIC
T-SYN-0089,OVERBURDEN,CAT-349D,5.8,OP1011,INTERMEDIATE,STOCKPILE_2,677.0,CLEAR,24.3,8.9,EXCELLENT,1.0,5.3,0,26.4,25.0,77.6,2.9,13.4,7.2,COMPLETED,SYNTHETIC
T-SYN-0249,TRENCHING,CAT-349D,2.3,OP1017,NOVICE,ZONE_4_NORTH,614.0,OVERCAST,18.7,11.8,GOOD,3.6,4.5,0,37.8,22.0,72.8,4.0,26.2,14.8,COMPLETED,SYNTHETIC
T-SYN-0062,OVERBURDEN,CAT-349D,3.1,OP1023,NOVICE,STOCKPILE_1,812.0,RAIN,17.7,34.5,MODERATE,5.0,5.3,0,36.6,23.5,86.7,3.9,33.7,20.1,COMPLETED,SYNTHETIC
T-SYN-0150,LOADING,CAT-349D,6.4,OP1012,EXPERT,RAMP_3_SOUTH,930.0,RAIN,15.5,31.8,MODERATE,1.0,6.2,2,24.7,26.9,95.0,2.3,15.9,8.9,COMPLETED,SYNTHETIC
T-SYN-0188,GRADING,CAT-D8T,5.7,OP1022,INTERMEDIATE,HAUL_ROAD_EAST,497.0,MUD,12.5,41.5,POOR,1.1,5.4,0,39.2,18.2,78.8,7.2,37.0,12.2,COMPLETED,SYNTHETIC
T-SYN-0036,LOADING,CAT-349D,5.4,OP1020,EXPERT,BENCH_3_UPPER,1444.0,CLEAR,24.4,10.4,EXCELLENT,2.1,6.6,2,20.3,25.4,81.9,6.1,19.1,9.4,COMPLETED,SYNTHETIC
T-SYN-0162,LOADING,CAT-349D,1.4,OP1018,INTERMEDIATE,RAMP_3_SOUTH,1011.0,CLEAR,24.9,14.4,EXCELLENT,5.7,5.3,2,24.9,25.4,92.9,3.3,17.0,10.9,COMPLETED,SYNTHETIC
T-SYN-0033,EXCAVATION,CAT-349D,2.9,OP1022,EXPERT,ZONE_4_NORTH,600.0,RAIN,19.1,29.2,MODERATE,1.4,15.0,5,33.7,26.8,77.5,34.4,50.8,16.0,COMPLETED,SYNTHETIC
T-SYN-0226,TRENCHING,CAT-349D,6.8,OP1009,EXPERT,STOCKPILE_2,464.0,MUD,16.0,47.9,POOR,0.5,5.9,2,36.7,23.9,84.4,3.0,21.6,9.9,IN_PROGRESS,SYNTHETIC
T-SYN-0067,OVERBURDEN,CAT-349D,3.5,OP1014,EXPERT,ZONE_4_NORTH,1536.0,OVERCAST,23.0,16.1,GOOD,6.0,4.8,2,26.4,26.2,80.7,3.6,26.3,14.6,COMPLETED,SYNTHETIC
T-SYN-0009,EXCAVATION,CAT-349D,4.9,OP1008,NOVICE,RAMP_3_SOUTH,779.0,OVERCAST,18.8,15.9,GOOD,0.3,6.6,0,37.6,31.2,75.0,5.8,25.4,14.0,COMPLETED,SYNTHETIC
T-RAW-012,TRENCHING,CAT-349D,3.5,OP1001,INTERMEDIATE,BENCH_2_WEST,800.0,CLEAR,24.0,15.0,GOOD,7.0,7.5,2,30.0,23.5,71.0,24.0,245.0,196.0,COMPLETED,SOURCE
T-SYN-0087,TRENCHING,CAT-349D,7.3,OP1008,NOVICE,RAMP_3_SOUTH,493.0,RAIN,14.7,24.8,MODERATE,3.7,7.2,2,42.7,25.3,79.7,7.8,30.7,15.3,COMPLETED,SYNTHETIC
T-SYN-0238,TRENCHING,CAT-349D,2.6,OP1020,EXPERT,BENCH_3_UPPER,834.0,RAIN,17.8,31.5,MODERATE,0.1,4.6,0,32.4,22.9,78.1,5.4,30.0,13.7,IN_PROGRESS,SYNTHETIC
T-SYN-0101,GRADING,CAT-D8T,6.3,OP1018,INTERMEDIATE,BENCH_3_UPPER,404.0,CLEAR,20.1,10.7,EXCELLENT,3.1,6.7,2,31.4,15.1,64.8,3.1,17.8,6.2,COMPLETED,SYNTHETIC
T-SYN-0121,GRADING,CAT-D8T,6.6,OP1002,EXPERT,ZONE_4_NORTH,412.0,OVERCAST,20.8,12.5,GOOD,0.2,5.2,0,25.5,17.0,71.6,6.2,15.0,4.8,COMPLETED,SYNTHETIC
T-SYN-0275,GRADING,CAT-D8T,1.6,OP1023,INTERMEDIATE,BENCH_3_UPPER,452.0,OVERCAST,16.1,10.0,GOOD,3.8,17.7,3,30.6,18.2,67.3,23.1,36.0,10.2,COMPLETED,SYNTHETIC
T-SYN-0206,TRENCHING,CAT-349D,8.0,OP1009,EXPERT,ZONE_4_NORTH,960.0,CLEAR,20.3,11.0,EXCELLENT,0.2,5.7,2,29.6,27.6,67.6,2.6,19.5,9.2,COMPLETED,SYNTHETIC
T-SYN-0109,EXCAVATION,CAT-349D,2.2,OP1009,NOVICE,RAMP_3_SOUTH,538.0,RAIN,17.8,34.4,MODERATE,1.9,6.1,0,39.7,25.0,75.2,5.8,27.7,13.5,COMPLETED,SYNTHETIC
T-SYN-0245,OVERBURDEN,CAT-349D,4.5,OP1006,INTERMEDIATE,STOCKPILE_2,1249.0,CLEAR,26.0,7.6,EXCELLENT,1.1,3.9,1,24.8,24.7,72.8,3.3,20.6,10.8,COMPLETED,SYNTHETIC
T-SYN-0228,TRENCHING,CAT-349D,1.1,OP1022,NOVICE,STOCKPILE_1,934.0,MUD,12.3,39.3,POOR,1.0,4.5,0,48.6,26.1,79.4,8.6,68.7,34.1,IN_PROGRESS,SYNTHETIC
T-SYN-0072,TRENCHING,CAT-349D,6.1,OP1005,EXPERT,STOCKPILE_2,492.0,MUD,12.9,52.6,POOR,0.4,3.8,1,39.0,24.7,82.5,2.2,23.7,10.9,COMPLETED,SYNTHETIC
T-SYN-0166,TRENCHING,CAT-349D,4.7,OP1019,NOVICE,BENCH_2_WEST,695.0,RAIN,16.4,29.5,MODERATE,2.5,7.1,1,41.8,23.0,79.9,6.2,40.2,21.6,COMPLETED,SYNTHETIC
T-SYN-0020,LOADING,CAT-349D,2.5,OP1011,NOVICE,STOCKPILE_2,927.0,OVERCAST,17.9,13.7,GOOD,3.6,6.2,0,30.5,27.0,90.3,4.4,22.1,14.8,IN_PROGRESS,SYNTHETIC
T-SYN-0190,GRADING,CAT-D8T,7.8,OP1008,INTERMEDIATE,HAUL_ROAD_EAST,624.0,MUD,13.5,52.7,POOR,0.7,6.0,2,43.1,18.4,85.3,5.1,49.9,18.4,IN_PROGRESS,SYNTHETIC
T-SYN-0128,OVERBURDEN,CAT-349D,0.8,OP1024,INTERMEDIATE,STOCKPILE_2,1053.0,CLEAR,24.0,14.9,EXCELLENT,0.1,4.8,0,27.9,27.2,77.5,7.1,23.8,12.0,IN_PROGRESS,SYNTHETIC
T-RAW-014,GRADING,CAT-D8T,7.0,OP1007,NOVICE,BENCH_1_ACCESS,350.0,CLEAR,26.0,9.0,EXCELLENT,5.0,8.5,0,32.0,17.5,63.0,28.0,180.0,122.0,COMPLETED,SOURCE
T-SYN-0185,TRENCHING,CAT-349D,4.6,OP1021,INTERMEDIATE,BENCH_2_WEST,477.0,OVERCAST,17.5,14.7,GOOD,3.6,5.5,1,35.6,25.1,79.0,6.4,19.8,9.9,COMPLETED,SYNTHETIC
T-SYN-0199,EXCAVATION,CAT-349D,0.7,OP1012,INTERMEDIATE,HAUL_ROAD_EAST,377.0,OVERCAST,19.1,15.6,GOOD,0.9,6.5,0,28.7,26.7,76.1,3.6,10.1,4.7,COMPLETED,SYNTHETIC
T-RAW-006,EXCAVATION,CAT-349D,3.5,OP1001,INTERMEDIATE,ZONE_4_NORTH,620.0,CLEAR,25.0,11.0,GOOD,4.5,7.0,2,29.0,24.0,70.0,22.0,210.0,171.0,COMPLETED,SOURCE
T-SYN-0066,EXCAVATION,CAT-349D,5.5,OP1021,NOVICE,BENCH_2_WEST,401.0,CLEAR,23.4,11.7,EXCELLENT,5.6,6.3,2,32.7,26.1,77.0,3.5,12.6,6.9,COMPLETED,SYNTHETIC
T-SYN-0212,LOADING,CAT-349D,5.4,OP1013,NOVICE,BENCH_3_UPPER,1116.0,OVERCAST,23.3,18.8,GOOD,4.1,5.5,2,29.4,26.1,87.2,3.3,23.8,16.2,COMPLETED,SYNTHETIC
T-SYN-0157,EXCAVATION,CAT-349D,1.2,OP1008,INTERMEDIATE,BENCH_3_UPPER,382.0,CLEAR,22.7,10.5,EXCELLENT,1.7,5.0,2,28.2,25.2,74.3,6.0,12.7,5.3,COMPLETED,SYNTHETIC
T-SYN-0167,TRENCHING,CAT-349D,4.0,OP1006,INTERMEDIATE,STOCKPILE_2,880.0,OVERCAST,22.5,17.5,GOOD,4.6,4.1,0,35.7,28.4,79.6,6.1,28.0,15.3,COMPLETED,SYNTHETIC
T-SYN-0209,EXCAVATION,CAT-349D,1.4,OP1001,NOVICE,STOCKPILE_1,639.0,OVERCAST,18.9,15.6,GOOD,5.6,4.8,0,38.5,23.6,80.8,4.9,27.2,16.7,IN_PROGRESS,SYNTHETIC
T-SYN-0208,TRENCHING,CAT-349D,3.1,OP1014,INTERMEDIATE,RAMP_3_SOUTH,495.0,CLEAR,26.2,8.4,EXCELLENT,6.3,16.5,4,33.2,27.9,73.7,29.1,40.0,13.0,COMPLETED,SYNTHETIC
T-SYN-0220,EXCAVATION,CAT-349D,1.7,OP1024,EXPERT,STOCKPILE_2,653.0,CLEAR,20.2,9.7,EXCELLENT,0.3,4.4,2,25.1,24.3,71.6,4.3,13.7,6.0,COMPLETED,SYNTHETIC
T-SYN-0244,TRENCHING,CAT-349D,3.5,OP1010,INTERMEDIATE,STOCKPILE_2,920.0,OVERCAST,21.3,14.3,GOOD,0.6,7.2,0,35.5,26.5,73.2,3.6,27.9,15.0,COMPLETED,SYNTHETIC
T-SYN-0241,TRENCHING,CAT-349D,4.7,OP1004,INTERMEDIATE,HAUL_ROAD_EAST,472.0,OVERCAST,19.0,12.0,GOOD,0.7,5.1,0,35.5,25.1,70.0,5.6,18.8,8.6,COMPLETED,SYNTHETIC
T-SYN-0224,GRADING,CAT-D8T,3.0,OP1012,EXPERT,ZONE_4_NORTH,776.0,CLEAR,32.0,13.7,EXCELLENT,2.7,4.6,0,28.6,19.2,69.5,2.2,20.6,7.4,COMPLETED,SYNTHETIC
T-SYN-0246,OVERBURDEN,CAT-349D,2.1,OP1021,NOVICE,RAMP_3_SOUTH,1315.0,CLEAR,25.1,14.6,EXCELLENT,9.7,17.5,3,34.5,29.0,85.9,26.3,56.3,28.2,COMPLETED,SYNTHETIC
T-SYN-0059,OVERBURDEN,CAT-349D,1.4,OP1018,EXPERT,ZONE_4_NORTH,1050.0,CLEAR,30.2,6.8,EXCELLENT,2.6,6.3,0,23.6,27.0,80.5,3.0,15.0,8.0,COMPLETED,SYNTHETIC
T-SYN-0025,OVERBURDEN,CAT-349D,1.4,OP1022,EXPERT,HAUL_ROAD_EAST,1054.0,CLEAR,27.1,11.9,EXCELLENT,0.0,4.7,2,20.4,26.8,77.9,5.5,14.6,6.6,IN_PROGRESS,SYNTHETIC
T-SYN-0100,LOADING,CAT-349D,1.9,OP1006,NOVICE,BENCH_3_UPPER,1414.0,CLEAR,31.0,6.4,EXCELLENT,5.9,4.6,1,28.0,27.3,81.7,4.5,27.1,16.9,COMPLETED,SYNTHETIC
T-SYN-0258,OVERBURDEN,CAT-349D,5.8,OP1016,EXPERT,STOCKPILE_1,855.0,OVERCAST,16.3,13.8,GOOD,0.4,18.6,6,22.8,27.6,79.2,44.9,53.8,15.4,IN_PROGRESS,SYNTHETIC
T-SYN-0095,TRENCHING,CAT-349D,1.3,OP1020,MASTER,BENCH_2_WEST,856.0,CLEAR,23.5,10.3,EXCELLENT,1.4,4.2,2,24.9,26.6,71.7,3.2,14.3,6.4,IN_PROGRESS,SYNTHETIC
T-SYN-0151,EXCAVATION,CAT-349D,4.5,OP1021,NOVICE,RAMP_3_SOUTH,750.0,CLEAR,22.4,12.7,EXCELLENT,0.7,3.8,0,34.1,25.8,72.7,6.5,25.3,13.3,COMPLETED,SYNTHETIC
T-SYN-0064,GRADING,CAT-D8T,0.8,OP1007,INTERMEDIATE,RAMP_3_SOUTH,451.0,RAIN,20.0,31.4,MODERATE,10.9,5.0,2,40.1,18.6,85.1,5.3,30.4,11.8,COMPLETED,SYNTHETIC
